,English,Indonesian,ParseTree,Num_PPs,Complexity
4122,Tom had a good opinion of Mary.,CC-BY 2.0 (France) Attribution: tatoeba.org #1028820 (CK) & #3934261 (Bilmanda),(S (NP (NNP Tom)) (VP (VBD had) (NP (NP (DT a) (JJ good) (NN opinion)) (PP (IN of) (NP (NNP Mary))))) (. .)),2,simple
4123,Tom has a lot of acquaintances.,CC-BY 2.0 (France) Attribution: tatoeba.org #5824807 (CK) & #4168239 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ has) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NNS acquaintances))))) (. .)),2,simple
4124,Tom has been bitten by a snake.,CC-BY 2.0 (France) Attribution: tatoeba.org #3495004 (CK) & #3495098 (lewis),(S (NP (NNP Tom)) (VP (VBZ has) (VP (VBN been) (VP (VBN bitten) (PP (IN by) (NP (DT a) (NN snake)))))) (. .)),2,simple
4125,Tom is a thirteen-year-old boy.,CC-BY 2.0 (France) Attribution: tatoeba.org #5643970 (CK) & #10027396 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ is) (NP (DT a) (ADJP (NP (CD thirteen) (HYPH -) (NN year)) (HYPH -) (JJ old)) (NN boy))) (. .)),1,simple
4126,Tom is going to be an engineer.,CC-BY 2.0 (France) Attribution: tatoeba.org #5834682 (CK) & #11130012 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ is) (VP (VBG going) (S (VP (TO to) (VP (VB be) (NP (DT an) (NN engineer))))))) (. .)),1,simple
4127,Tom is on good terms with John.,CC-BY 2.0 (France) Attribution: tatoeba.org #37280 (CK) & #4270671 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ is) (PP (IN on) (NP (NP (JJ good) (NNS terms)) (PP (IN with) (NP (NNP John)))))) (. .)),2,simple
4128,Tom is one of our best players.,CC-BY 2.0 (France) Attribution: tatoeba.org #12111422 (CK) & #12111424 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ is) (NP (NP (CD one)) (PP (IN of) (NP (PRP$ our) (JJS best) (NNS players))))) (. .)),1,simple
4129,Tom is waiting for your answer.,CC-BY 2.0 (France) Attribution: tatoeba.org #6530471 (CK) & #10645516 (HAGNi),(S (NP (NNP Tom)) (VP (VBZ is) (VP (VBG waiting) (PP (IN for) (NP (PRP$ your) (NN answer))))) (. .)),1,simple
4130,Tom left Boston a few days ago.,CC-BY 2.0 (France) Attribution: tatoeba.org #3481797 (CK) & #3483977 (lewis),(S (NP (NNP Tom)) (VP (VBD left) (NP (NNP Boston)) (ADVP (NP (DT a) (JJ few) (NNS days)) (RB ago))) (. .)),2,simple
4131,Tom left his trumpet at school.,CC-BY 2.0 (France) Attribution: tatoeba.org #5792104 (CK) & #11856823 (Pacific),(S (NP (NNP Tom)) (VP (VBD left) (NP (PRP$ his) (NN trumpet)) (PP (IN at) (NP (NN school)))) (. .)),2,simple
4132,Tom lied to protect his family.,CC-BY 2.0 (France) Attribution: tatoeba.org #6124576 (CK) & #10676773 (HAGNi),(S (NP (NNP Tom)) (VP (VBD lied) (S (VP (TO to) (VP (VB protect) (NP (PRP$ his) (NN family)))))) (. .)),1,simple
4133,Tom likes to travel by himself.,CC-BY 2.0 (France) Attribution: tatoeba.org #3477138 (CK) & #3478160 (lewis),(S (NP (NNP Tom)) (VP (VBZ likes) (S (VP (TO to) (VP (VB travel) (PP (IN by) (NP (PRP himself))))))) (. .)),2,simple
4134,Tom listened to Mary patiently.,CC-BY 2.0 (France) Attribution: tatoeba.org #2541683 (CK) & #12212722 (Pacific),(S (NP (NNP Tom)) (VP (VBD listened) (PP (IN to) (NP (NNP Mary))) (ADVP (RB patiently))) (. .)),1,simple
4135,Tom made eye contact with Mary.,CC-BY 2.0 (France) Attribution: tatoeba.org #1868036 (CK) & #10719221 (robycigar),(S (NP (NNP Tom)) (VP (VBD made) (NP (NN eye) (NN contact)) (PP (IN with) (NP (NNP Mary)))) (. .)),1,simple
4136,Tom might not want to see Mary.,CC-BY 2.0 (France) Attribution: tatoeba.org #3475569 (CK) & #3478474 (lewis),(S (NP (NNP Tom)) (VP (MD might) (RB not) (VP (VB want) (S (VP (TO to) (VP (VB see) (NP (NNP Mary))))))) (. .)),1,simple
4137,Tom never talks about his kids.,CC-BY 2.0 (France) Attribution: tatoeba.org #3181773 (CK) & #12137467 (HAGNi),(S (NP (NNP Tom)) (ADVP (RB never)) (VP (VBZ talks) (PP (IN about) (NP (PRP$ his) (NNS kids)))) (. .)),1,simple
4138,Tom never talks about his kids.,CC-BY 2.0 (France) Attribution: tatoeba.org #3181773 (CK) & #12137468 (HAGNi),(S (NP (NNP Tom)) (ADVP (RB never)) (VP (VBZ talks) (PP (IN about) (NP (PRP$ his) (NNS kids)))) (. .)),1,simple
4139,Tom offered me a cup of coffee.,CC-BY 2.0 (France) Attribution: tatoeba.org #3825684 (CK) & #10000829 (HAGNi),(S (NP (NNP Tom)) (VP (VBD offered) (NP (PRP me)) (NP (NP (DT a) (NN cup)) (PP (IN of) (NP (NN coffee))))) (. .)),2,simple
4140,Tom often eats lunch with Mary.,CC-BY 2.0 (France) Attribution: tatoeba.org #6610900 (Hybrid) & #9649116 (HAGNi),(S (NP (NNP Tom)) (ADVP (RB often)) (VP (VBZ eats) (NP (NN lunch)) (PP (IN with) (NP (NNP Mary)))) (. .)),1,simple
4141,Tom prepared supper by himself.,CC-BY 2.0 (France) Attribution: tatoeba.org #3477141 (CK) & #3478158 (lewis),(S (NP (NNP Tom)) (VP (VBD prepared) (NP (NN supper)) (PP (IN by) (NP (PRP himself)))) (. .)),1,simple
4142,Tom put food in his dog's bowl.,CC-BY 2.0 (France) Attribution: tatoeba.org #8129886 (Hybrid) & #12924407 (HAGNi),(S (NP (NNP Tom)) (VP (VBD put) (NP (NN food)) (PP (IN in) (NP (NP (PRP$ his) (NN dog) (POS 's)) (NN bowl)))) (. .)),1,simple
4143,Tom really did a fantastic job.,CC-BY 2.0 (France) Attribution: tatoeba.org #3476804 (CK) & #3478370 (lewis),(S (NP (NNP Tom)) (ADVP (RB really)) (VP (VBD did) (NP (DT a) (JJ fantastic) (NN job))) (. .)),1,simple
4144,Tom rode his bicycle to school.,CC-BY 2.0 (France) Attribution: tatoeba.org #3483477 (CK) & #3483871 (lewis),(S (NP (NNP Tom)) (VP (VBD rode) (NP (PRP$ his) (NN bicycle)) (PP (IN to) (NP (NN school)))) (. .)),1,simple
4145,Tom set the alarm on his watch.,CC-BY 2.0 (France) Attribution: tatoeba.org #3482728 (CK) & #3483953 (lewis),(S (NP (NNP Tom)) (VP (VBD set) (NP (DT the) (NN alarm)) (PP (IN on) (NP (PRP$ his) (NN watch)))) (. .)),1,simple
4146,Tom walked toward the entrance.,CC-BY 2.0 (France) Attribution: tatoeba.org #1867803 (CK) & #4216069 (Bilmanda),(S (NP (NNP Tom)) (VP (VBD walked) (PP (IN toward) (NP (DT the) (NN entrance)))) (. .)),1,simple
4147,Tom wanted to go into politics.,CC-BY 2.0 (France) Attribution: tatoeba.org #1092517 (CK) & #3946598 (User65345),(S (NP (NNP Tom)) (VP (VBD wanted) (S (VP (TO to) (VP (VB go) (PP (IN into) (NP (NNS politics))))))) (. .)),2,simple
4148,Tom wants me to take his place.,CC-BY 2.0 (France) Attribution: tatoeba.org #2014371 (CK) & #3996337 (Bilmanda),(S (NP (NNP Tom)) (VP (VBZ wants) (S (NP (PRP me)) (VP (TO to) (VP (VB take) (NP (PRP$ his) (NN place)))))) (. .)),1,simple
4149,Tom went shopping for dog food.,CC-BY 2.0 (France) Attribution: tatoeba.org #2961182 (meerkat) & #5158564 (Bilmanda),(S (NP (NNP Tom)) (VP (VBD went) (NP (NN shopping)) (PP (IN for) (NP (NN dog) (NN food)))) (. .)),1,simple
4150,Tom went to Boston to see Mary.,CC-BY 2.0 (France) Attribution: tatoeba.org #3023272 (CK) & #3478820 (lewis),(S (NP (NNP Tom)) (VP (VBD went) (PP (IN to) (NP (NNP Boston))) (S (VP (TO to) (VP (VB see) (NP (NNP Mary)))))) (. .)),2,simple
4151,Tom went to school with my son.,CC-BY 2.0 (France) Attribution: tatoeba.org #3495001 (CK) & #3495101 (lewis),(S (NP (NNP Tom)) (VP (VBD went) (PP (IN to) (NP (NN school))) (PP (IN with) (NP (PRP$ my) (NN son)))) (. .)),2,simple
4152,Tom works every day but Sunday.,CC-BY 2.0 (France) Attribution: tatoeba.org #3494952 (CK) & #3495112 (lewis),(S (NP (NNP Tom)) (VP (VBZ works) (NP (NP (DT every) (NN day)) (CC but) (NP (NNP Sunday)))) (. .)),1,simple
4153,Try to be generous and forgive.,CC-BY 2.0 (France) Attribution: tatoeba.org #21078 (CK) & #4390402 (Bilmanda),(S (VP (VB Try) (S (VP (TO to) (VP (VB be) (ADJP (JJ generous) (CC and) (VB forgive)))))) (. .)),1,simple
4154,Wash your hands before you eat.,CC-BY 2.0 (France) Attribution: tatoeba.org #707218 (papabear) & #11259761 (Pacific),(S (VP (VB Wash) (NP (PRP$ your) (NNS hands)) (SBAR (IN before) (S (NP (PRP you)) (VP (VBP eat))))) (. .)),1,complex
4155,We all wear uniforms to school.,CC-BY 2.0 (France) Attribution: tatoeba.org #248308 (CK) & #1053183 (ajid),(S (NP (NP (PRP We)) (NP (DT all))) (VP (VBP wear) (NP (NNS uniforms)) (PP (IN to) (NP (NN school)))) (. .)),1,simple
4156,We compared his work with hers.,CC-BY 2.0 (France) Attribution: tatoeba.org #22742 (CK) & #1216041 (windra),(S (NP (PRP We)) (VP (VBD compared) (NP (PRP$ his) (NN work)) (PP (IN with) (NP (NNS hers)))) (. .)),1,simple
4157,We don't have a lot of trouble.,CC-BY 2.0 (France) Attribution: tatoeba.org #473412 (Swift) & #3508160 (orion17),(S (NP (PRP We)) (VP (VBP do) (RB n't) (VP (VB have) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN trouble)))))) (. .)),2,simple
4158,We found the front door locked.,CC-BY 2.0 (France) Attribution: tatoeba.org #23013 (CK) & #4398833 (Bilmanda),(S (NP (PRP We)) (VP (VBD found) (S (NP (DT the) (JJ front) (NN door)) (VP (VBN locked)))) (. .)),1,simple
4159,We live in a civilized society.,CC-BY 2.0 (France) Attribution: tatoeba.org #28753 (CM) & #11871950 (Pacific),(S (NP (PRP We)) (VP (VBP live) (PP (IN in) (NP (DT a) (JJ civilized) (NN society)))) (. .)),2,simple
4160,We made pancakes for breakfast.,CC-BY 2.0 (France) Attribution: tatoeba.org #2112 (CK) & #4327355 (Bilmanda),(S (NP (PRP We)) (VP (VBD made) (NP (NNS pancakes)) (PP (IN for) (NP (NN breakfast)))) (. .)),1,simple
4161,We met at the door of my house.,CC-BY 2.0 (France) Attribution: tatoeba.org #2270017 (_undertoad) & #4164688 (Bilmanda),(S (NP (PRP We)) (VP (VBD met) (PP (IN at) (NP (NP (DT the) (NN door)) (PP (IN of) (NP (PRP$ my) (NN house)))))) (. .)),2,simple
4162,We must start at the beginning.,CC-BY 2.0 (France) Attribution: tatoeba.org #3516208 (nava) & #11773381 (Pacific),(S (NP (PRP We)) (VP (MD must) (VP (VB start) (PP (IN at) (NP (DT the) (NN beginning))))) (. .)),1,simple
4163,We still have so much to learn.,CC-BY 2.0 (France) Attribution: tatoeba.org #5774140 (CK) & #11084775 (HAGNi),(S (NP (PRP We)) (ADVP (RB still)) (VP (VBP have) (NP (NP (RB so) (JJ much)) (SBAR (S (VP (TO to) (VP (VB learn))))))) (. .)),1,complex
4164,We took turns with the driving.,CC-BY 2.0 (France) Attribution: tatoeba.org #22997 (CK) & #4398831 (Bilmanda),(S (NP (PRP We)) (VP (VBD took) (NP (NNS turns)) (PP (IN with) (NP (DT the) (NN driving)))) (. .)),1,simple
4165,"We're here to support you, Tom.",CC-BY 2.0 (France) Attribution: tatoeba.org #2953915 (CK) & #4059217 (Bilmanda),"(S (NP (PRP We)) (VP (VBP 're) (ADVP (RB here)) (S (VP (TO to) (VP (VP (VB support) (NP (PRP you))) (, ,) (NP (NNP Tom)))))) (. .))",1,simple
4166,"We're in the same group, right?",CC-BY 2.0 (France) Attribution: tatoeba.org #2953917 (CK) & #5209861 (Bilmanda),"(S (NP (PRP We)) (VP (VBP 're) (PP (IN in) (NP (DT the) (JJ same) (NN group))) (, ,) (ADVP (RB right))) (. ?))",2,simple
4167,We've had a difficult schedule.,CC-BY 2.0 (France) Attribution: tatoeba.org #5135458 (CK) & #5224418 (Bilmanda),(S (NP (PRP We)) (VP (VBP 've) (VP (VBN had) (NP (DT a) (JJ difficult) (NN schedule)))) (. .)),1,simple
4168,What are you going to do today?,CC-BY 2.0 (France) Attribution: tatoeba.org #242789 (CK) & #10284056 (HAGNi),(SBARQ (WHNP (WP What)) (SQ (VBP are) (NP (PRP you)) (VP (VBG going) (S (VP (TO to) (VP (VB do) (NP (NN today))))))) (. ?)),1,simple
4169,What did Tom wear to the party?,CC-BY 2.0 (France) Attribution: tatoeba.org #4497695 (CK) & #5212153 (Bilmanda),(SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (NNP Tom)) (VP (VB wear) (PP (IN to) (NP (DT the) (NN party))))) (. ?)),1,simple
4170,What did you do on the weekend?,CC-BY 2.0 (France) Attribution: tatoeba.org #69229 (Dejo) & #4607141 (Bilmanda),(SBARQ (WHNP (WP What)) (SQ (VBD did) (NP (PRP you)) (VP (VB do) (PP (IN on) (NP (DT the) (NN weekend))))) (. ?)),1,simple
4171,What do you have your feet for?,CC-BY 2.0 (France) Attribution: tatoeba.org #274483 (CM) & #3995220 (Bilmanda),(SBARQ (WHNP (WP What)) (SQ (VBP do) (NP (PRP you)) (VP (VB have) (NP (PRP$ your) (NNS feet)) (PP (IN for)))) (. ?)),1,simple
4172,What does he say in his letter?,CC-BY 2.0 (France) Attribution: tatoeba.org #286627 (CK) & #751287 (frogprincess),(SBARQ (WHNP (WP What)) (SQ (VBZ does) (NP (PRP he)) (VP (VB say) (PP (IN in) (NP (PRP$ his) (NN letter))))) (. ?)),1,simple
4173,What is it you want to tell us?,CC-BY 2.0 (France) Attribution: tatoeba.org #2016736 (CK) & #7883118 (dbahasa),(SBARQ (WHNP (WP What)) (SQ (VBZ is) (NP (PRP it)) (SBAR (S (NP (PRP you)) (VP (VBP want) (S (VP (TO to) (VP (VB tell) (NP (PRP us))))))))) (. ?)),1,complex
4174,What kind of historian are you?,CC-BY 2.0 (France) Attribution: tatoeba.org #4011729 (CK) & #4743638 (Bilmanda),(SBARQ (WHNP (WHNP (WP What) (NN kind)) (PP (IN of) (NP (NN historian)))) (SQ (VBP are) (NP (PRP you))) (. ?)),1,simple
4175,What time should I wake you up?,CC-BY 2.0 (France) Attribution: tatoeba.org #1388293 (CK) & #10676764 (HAGNi),(SBARQ (WHNP (WP What) (NN time)) (SQ (MD should) (NP (PRP I)) (VP (VB wake) (NP (PRP you)) (PRT (RP up)))) (. ?)),1,simple
4176,What's the best way to do that?,CC-BY 2.0 (France) Attribution: tatoeba.org #6079132 (CK) & #7664276 (HAGNi),(SBARQ (WHNP (WP What)) (SQ (VP (VBZ 's) (NP (NP (DT the) (JJS best) (NN way)) (SBAR (S (VP (TO to) (VP (VB do) (NP (DT that))))))))) (. ?)),1,complex
4177,What's the best way to do that?,CC-BY 2.0 (France) Attribution: tatoeba.org #6079132 (CK) & #7664277 (HAGNi),(SBARQ (WHNP (WP What)) (SQ (VP (VBZ 's) (NP (NP (DT the) (JJS best) (NN way)) (SBAR (S (VP (TO to) (VP (VB do) (NP (DT that))))))))) (. ?)),1,complex
4178,"When in Rome, do as the Romans.",CC-BY 2.0 (France) Attribution: tatoeba.org #1246422 (alec) & #11224410 (Pacific),"(S (SBAR (WHADVP (WRB When)) (PP (IN in) (NP (NNP Rome)))) (, ,) (VP (VB do) (PP (IN as) (NP (DT the) (NNPS Romans)))) (. .))",2,complex
4179,Which subject do you like best?,CC-BY 2.0 (France) Attribution: tatoeba.org #37528 (CK) & #4549934 (Bilmanda),(SBARQ (WHNP (WDT Which) (NN subject)) (SQ (VBP do) (NP (PRP you)) (VP (VB like) (ADVP (RBS best)))) (. ?)),1,simple
4180,Who will take care of the baby?,CC-BY 2.0 (France) Attribution: tatoeba.org #276209 (CK) & #4552700 (Bilmanda),(SBARQ (WHNP (WP Who)) (SQ (MD will) (VP (VB take) (NP (NN care)) (PP (IN of) (NP (DT the) (NN baby))))) (. ?)),1,simple
4181,Why do bees die after stinging?,CC-BY 2.0 (France) Attribution: tatoeba.org #750629 (vgigregg) & #4303712 (menyo),(SBARQ (WHADVP (WRB Why)) (SQ (VBP do) (NP (NNS bees)) (VP (VB die) (PP (IN after) (S (VP (VBG stinging)))))) (. ?)),1,simple
4182,Why do bees die after stinging?,CC-BY 2.0 (France) Attribution: tatoeba.org #750629 (vgigregg) & #11235059 (Pacific),(SBARQ (WHADVP (WRB Why)) (SQ (VBP do) (NP (NNS bees)) (VP (VB die) (PP (IN after) (S (VP (VBG stinging)))))) (. ?)),1,simple
4183,Why do you want Tom to have it?,CC-BY 2.0 (France) Attribution: tatoeba.org #2014388 (CK) & #8864914 (HAGNi),(SBARQ (WHADVP (WRB Why)) (SQ (VBP do) (NP (PRP you)) (VP (VB want) (S (NP (NNP Tom)) (VP (TO to) (VP (VB have) (NP (PRP it))))))) (. ?)),1,simple
4184,Will you stay here for a while?,CC-BY 2.0 (France) Attribution: tatoeba.org #53432 (CK) & #3864954 (orion17),(SQ (MD Will) (NP (PRP you)) (VP (VB stay) (ADVP (RB here)) (PP (IN for) (NP (DT a) (NN while)))) (. ?)),2,simple
4185,Will you stay here for a while?,CC-BY 2.0 (France) Attribution: tatoeba.org #53432 (CK) & #3864957 (orion17),(SQ (MD Will) (NP (PRP you)) (VP (VB stay) (ADVP (RB here)) (PP (IN for) (NP (DT a) (NN while)))) (. ?)),2,simple
4186,Would you like anything to eat?,CC-BY 2.0 (France) Attribution: tatoeba.org #25229 (Dejo) & #4701271 (Bilmanda),(SQ (MD Would) (NP (PRP you)) (VP (VB like) (NP (NP (NN anything)) (SBAR (S (VP (TO to) (VP (VB eat))))))) (. ?)),2,complex
4187,Would you like anything to eat?,CC-BY 2.0 (France) Attribution: tatoeba.org #25229 (Dejo) & #4701275 (Bilmanda),(SQ (MD Would) (NP (PRP you)) (VP (VB like) (NP (NP (NN anything)) (SBAR (S (VP (TO to) (VP (VB eat))))))) (. ?)),2,complex
4188,Yesterday I went to the movies.,CC-BY 2.0 (France) Attribution: tatoeba.org #7156614 (Kiwi) & #11281815 (Pacific),(S (NP (NN Yesterday)) (NP (PRP I)) (VP (VBD went) (PP (IN to) (NP (DT the) (NNS movies)))) (. .)),1,simple
4189,You can handle this without me.,CC-BY 2.0 (France) Attribution: tatoeba.org #3562493 (CK) & #4087779 (Bilmanda),(S (NP (PRP You)) (VP (MD can) (VP (VB handle) (NP (DT this)) (PP (IN without) (NP (PRP me))))) (. .)),1,simple
4190,You don't have to say anything.,CC-BY 2.0 (France) Attribution: tatoeba.org #3388021 (CK) & #3390188 (nasirusman),(S (NP (PRP You)) (VP (VBP do) (RB n't) (VP (VB have) (S (VP (TO to) (VP (VB say) (NP (NN anything))))))) (. .)),1,simple
4191,You have a good sense of humor.,CC-BY 2.0 (France) Attribution: tatoeba.org #16344 (CK) & #4579693 (Bilmanda),(S (NP (PRP You)) (VP (VBP have) (NP (NP (DT a) (JJ good) (NN sense)) (PP (IN of) (NP (NN humor))))) (. .)),2,simple
4192,You have no need to be ashamed.,CC-BY 2.0 (France) Attribution: tatoeba.org #24804 (CK) & #1019355 (pryo),(S (NP (PRP You)) (VP (VBP have) (NP (DT no) (NN need) (S (VP (TO to) (VP (VB be) (ADJP (JJ ashamed))))))) (. .)),1,simple
4193,You may not like what you hear.,CC-BY 2.0 (France) Attribution: tatoeba.org #3387671 (CK) & #3388617 (nasirusman),(S (NP (PRP You)) (VP (MD may) (RB not) (VP (VB like) (SBAR (WHNP (WP what)) (S (NP (PRP you)) (VP (VBP hear)))))) (. .)),1,complex
4194,You may not smoke in this room.,CC-BY 2.0 (France) Attribution: tatoeba.org #57364 (CK) & #1257096 (Archangelix),(S (NP (PRP You)) (VP (MD may) (RB not) (VP (VB smoke) (PP (IN in) (NP (DT this) (NN room))))) (. .)),1,simple
4195,You never mentioned that to me.,CC-BY 2.0 (France) Attribution: tatoeba.org #3921139 (CK) & #3941909 (Bilmanda),(S (NP (PRP You)) (ADVP (RB never)) (VP (VBD mentioned) (NP (DT that)) (PP (IN to) (NP (PRP me)))) (. .)),1,simple
4196,You'll forget about me someday.,CC-BY 2.0 (France) Attribution: tatoeba.org #1602 (CK) & #3253740 (orion17),(S (NP (PRP You)) (VP (MD 'll) (VP (VB forget) (PP (IN about) (NP (PRP me))) (ADVP (RB someday)))) (. .)),1,simple
4197,You'll need a temporary bridge.,CC-BY 2.0 (France) Attribution: tatoeba.org #25320 (CM) & #4407501 (Bilmanda),(S (NP (PRP You)) (VP (MD 'll) (VP (VB need) (NP (DT a) (JJ temporary) (NN bridge)))) (. .)),1,simple
4198,A few students were left behind.,CC-BY 2.0 (France) Attribution: tatoeba.org #73012 (CK) & #4449178 (Bilmanda),(S (NP (DT A) (JJ few) (NNS students)) (VP (VBD were) (VP (VBN left) (PRT (RB behind)))) (. .)),3,simple
4199,A poor workman blames his tools.,CC-BY 2.0 (France) Attribution: tatoeba.org #1044708 (saeedveradi) & #11470241 (dbahasa),(S (NP (DT A) (JJ poor) (NN workman)) (VP (VBZ blames) (NP (PRP$ his) (NNS tools))) (. .)),1,simple
4200,A woman asked me for directions.,CC-BY 2.0 (France) Attribution: tatoeba.org #267201 (TRANG) & #11227118 (Pi31415i),(S (NP (DT A) (NN woman)) (VP (VBD asked) (NP (PRP me)) (PP (IN for) (NP (NNS directions)))) (. .)),2,simple
4201,Are you absolutely sure of that?,CC-BY 2.0 (France) Attribution: tatoeba.org #3408935 (CK) & #4708653 (Bilmanda),(SQ (VBP Are) (NP (PRP you)) (ADJP (RB absolutely) (JJ sure) (PP (IN of) (NP (DT that)))) (. ?)),1,simple
4202,"As a rule, I don't drink coffee.",CC-BY 2.0 (France) Attribution: tatoeba.org #318809 (Eldad) & #4062652 (Bilmanda),"(S (PP (IN As) (NP (DT a) (NN rule))) (, ,) (NP (PRP I)) (VP (VBP do) (RB n't) (VP (VB drink) (NP (NN coffee)))) (. .))",2,simple
4203,Beijing is the capital of China.,CC-BY 2.0 (France) Attribution: tatoeba.org #389049 (sysko) & #12816280 (HAGNi),(S (NP (NNP Beijing)) (VP (VBZ is) (NP (NP (DT the) (NN capital)) (PP (IN of) (NP (NNP China))))) (. .)),1,simple
4204,Click here to create an account.,CC-BY 2.0 (France) Attribution: tatoeba.org #1461899 (CM) & #11194268 (Pacific),(S (VP (VB Click) (ADVP (RB here)) (S (VP (TO to) (VP (VB create) (NP (DT an) (NN account)))))) (. .)),1,simple
4205,Close your eyes and go to sleep.,CC-BY 2.0 (France) Attribution: tatoeba.org #323793 (CK) & #10716237 (arozian),(S (VP (VP (VB Close) (NP (PRP$ your) (NNS eyes))) (CC and) (VP (VB go) (PP (IN to) (NP (VB sleep))))) (. .)),2,simple
4206,Construction started in October.,CC-BY 2.0 (France) Attribution: tatoeba.org #4664891 (CK) & #12441118 (HAGNi),(S (NP (NN Construction)) (VP (VBD started) (PP (IN in) (NP (NNP October)))) (. .)),1,simple
4207,Contact me for more information.,CC-BY 2.0 (France) Attribution: tatoeba.org #6696087 (Eccles17) & #11263666 (rtnF),(S (VP (VB Contact) (NP (PRP me)) (PP (IN for) (NP (JJR more) (NN information)))) (. .)),1,simple
4208,"Could you call a doctor, please?",CC-BY 2.0 (France) Attribution: tatoeba.org #27899 (CK) & #4413186 (Bilmanda),"(SQ (MD Could) (NP (PRP you)) (VP (VB call) (NP (DT a) (NN doctor)) (, ,) (ADVP (RB please))) (. ?))",1,simple
4209,Did you buy a round-trip ticket?,CC-BY 2.0 (France) Attribution: tatoeba.org #25684 (CK) & #4407519 (Bilmanda),(SQ (VBD Did) (NP (PRP you)) (VP (VB buy) (NP (DT a) (NML (JJ round) (HYPH -) (NN trip)) (NN ticket))) (. ?)),1,simple
4210,Did you go to Boston or Chicago?,CC-BY 2.0 (France) Attribution: tatoeba.org #8232877 (CK) & #10930675 (joses),(SQ (VBD Did) (NP (PRP you)) (VP (VB go) (PP (IN to) (NP (NNP Boston) (CC or) (NNP Chicago)))) (. ?)),1,simple
4211,Do you commute to school by bus?,CC-BY 2.0 (France) Attribution: tatoeba.org #407126 (CK) & #4582624 (Bilmanda),(SQ (VBP Do) (NP (PRP you)) (VP (VB commute) (PP (IN to) (NP (NN school))) (PP (IN by) (NP (NN bus)))) (. ?)),2,simple
4212,Do you feel like going swimming?,CC-BY 2.0 (France) Attribution: tatoeba.org #26412 (CK) & #4410560 (Bilmanda),(SQ (VBP Do) (NP (PRP you)) (VP (VB feel) (PP (IN like) (S (VP (VBG going) (NP (NN swimming)))))) (. ?)),1,simple
4213,Do you know who this belongs to?,CC-BY 2.0 (France) Attribution: tatoeba.org #2837952 (CK) & #7546975 (HAGNi),(SQ (VBP Do) (NP (PRP you)) (VP (VB know) (SBAR (WHNP (WP who)) (S (NP (DT this)) (VP (VBZ belongs) (PP (IN to)))))) (. ?)),1,complex
4214,Do you know who this belongs to?,CC-BY 2.0 (France) Attribution: tatoeba.org #2837952 (CK) & #7546976 (HAGNi),(SQ (VBP Do) (NP (PRP you)) (VP (VB know) (SBAR (WHNP (WP who)) (S (NP (DT this)) (VP (VBZ belongs) (PP (IN to)))))) (. ?)),1,complex
4215,Do you want to be my girlfriend?,CC-BY 2.0 (France) Attribution: tatoeba.org #2033561 (CK) & #10730743 (HAGNi),(SQ (VBP Do) (NP (PRP you)) (VP (VB want) (S (VP (TO to) (VP (VB be) (NP (PRP$ my) (NN girlfriend)))))) (. ?)),1,simple
4216,Does your school have a library?,CC-BY 2.0 (France) Attribution: tatoeba.org #1827560 (CK) & #10023002 (HAGNi),(SQ (VBZ Does) (NP (PRP$ your) (NN school)) (VP (VB have) (NP (DT a) (NN library))) (. ?)),1,simple
4217,Don't forget to send the letter.,CC-BY 2.0 (France) Attribution: tatoeba.org #578784 (langulo) & #11366806 (Pacific),(S (VP (VB Do) (RB n't) (VP (VB forget) (S (VP (TO to) (VP (VB send) (NP (DT the) (NN letter))))))) (. .)),1,simple
4218,Don't judge a book by its cover.,CC-BY 2.0 (France) Attribution: tatoeba.org #322083 (CK) & #10069377 (hasnadinar),(S (VP (VBP Do) (RB n't) (VP (VB judge) (NP (DT a) (NN book)) (PP (IN by) (NP (PRP$ its) (NN cover))))) (. .)),2,simple
4219,Don't make a decision right now.,CC-BY 2.0 (France) Attribution: tatoeba.org #1849384 (CK) & #3871938 (orion17),(S (VP (VBP Do) (RB n't) (VP (VB make) (NP (DT a) (NN decision)) (ADVP (RB right) (RB now)))) (. .)),2,simple
4220,Don't sit too close to the fire.,CC-BY 2.0 (France) Attribution: tatoeba.org #9086478 (CK) & #11779921 (Pacific),(S (VP (VBP Do) (RB n't) (VP (VB sit) (ADVP (RB too) (RB close) (PP (IN to) (NP (DT the) (NN fire)))))) (. .)),2,simple
4221,Don't worry about that just yet.,CC-BY 2.0 (France) Attribution: tatoeba.org #5791134 (CK) & #12281895 (HAGNi),(S (VP (VBP Do) (RB n't) (VP (VB worry) (PP (IN about) (NP (DT that))) (ADVP (RB just) (RB yet)))) (. .)),1,simple
4222,Every cloud has a silver lining.,CC-BY 2.0 (France) Attribution: tatoeba.org #36678 (CK) & #5049864 (menyo),(S (NP (DT Every) (NN cloud)) (VP (VBZ has) (NP (DT a) (JJ silver) (NN lining))) (. .)),1,simple
